epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,156.448,3.30804,5.18772,3.67737,0.55606,0.00999,0.00662,0.00152,3.16421,4.73552,3.64439,6.89307e-05,6.89307e-05,6.89307e-05
87,158.292,3.25016,5.2222,3.70217,0.62815,0.00223,0.00919,0.00227,3.1627,4.74073,3.64328,6.83417e-05,6.83417e-05,6.83417e-05
88,160.096,3.2602,5.21837,3.68028,0.00242,0.0431,0.00988,0.00263,3.1556,4.7439,3.64648,6.77526e-05,6.77526e-05,6.77526e-05
89,161.874,3.32509,5.25548,3.67532,0.00252,0.04336,0.00953,0.00304,3.14099,4.74146,3.65212,6.71636e-05,6.71636e-05,6.71636e-05
90,163.668,3.23433,5.21196,3.64652,0.00291,0.04869,0.00925,0.00211,3.12602,4.73463,3.65817,6.65745e-05,6.65745e-05,6.65745e-05
91,165.528,3.31275,5.17388,3.66333,0.00335,0.04663,0.00784,0.00189,3.12485,4.7303,3.66324,6.59855e-05,6.59855e-05,6.59855e-05
92,167.404,3.25031,5.20877,3.65922,0.64376,0.00274,0.00713,0.00155,3.11584,4.72059,3.66708,6.53964e-05,6.53964e-05,6.53964e-05
93,169.408,3.25534,5.19065,3.64277,0.00266,0.05018,0.00687,0.00149,3.11698,4.70647,3.6588,6.48074e-05,6.48074e-05,6.48074e-05
94,171.348,3.27296,5.17218,3.66517,0.00245,0.04736,0.00522,0.00125,3.11211,4.6992,3.64591,6.42183e-05,6.42183e-05,6.42183e-05
95,173.219,3.22471,5.18396,3.62825,0.00161,0.04032,0.00432,0.00122,3.10953,4.68741,3.63472,6.36293e-05,6.36293e-05,6.36293e-05
96,175.235,3.23812,5.16726,3.66778,0.00142,0.03862,0.00379,0.00119,3.1183,4.67349,3.62663,6.30403e-05,6.30403e-05,6.30403e-05
97,177.215,3.20777,5.19415,3.64342,0.00114,0.03626,0.00425,0.00128,3.12173,4.66071,3.62107,6.24512e-05,6.24512e-05,6.24512e-05
98,179.231,3.27768,5.16819,3.67403,0.0014,0.03392,0.00338,0.00104,3.12668,4.66619,3.62089,6.18622e-05,6.18622e-05,6.18622e-05
99,181.191,3.21234,5.16764,3.63444,0.00145,0.03526,0.00354,0.00107,3.13042,4.66137,3.61266,6.12731e-05,6.12731e-05,6.12731e-05
100,183.221,3.19873,5.23893,3.64374,0.00109,0.03408,0.00338,0.0011,3.12582,4.66548,3.61231,6.06841e-05,6.06841e-05,6.06841e-05
101,185.264,3.1977,5.13784,3.61798,0.00122,0.04296,0.00374,0.00125,3.11518,4.66952,3.60414,6.0095e-05,6.0095e-05,6.0095e-05
102,187.126,3.22915,5.18248,3.62723,0.0015,0.04611,0.00447,0.0014,3.10326,4.65729,3.59634,5.95059e-05,5.95059e-05,5.95059e-05
103,188.978,3.19072,5.1317,3.61298,0.00142,0.04772,0.00516,0.00141,3.09433,4.64226,3.59157,5.89169e-05,5.89169e-05,5.89169e-05
104,190.84,3.17322,5.14321,3.61688,0.57028,0.00304,0.00775,0.00201,3.091,4.64103,3.58501,5.83278e-05,5.83278e-05,5.83278e-05
105,192.779,3.18833,5.12718,3.59154,0.00234,0.04874,0.00613,0.00173,3.08222,4.64004,3.57829,5.77388e-05,5.77388e-05,5.77388e-05
106,194.736,3.24037,5.13697,3.578,0.53969,0.00304,0.00747,0.00195,3.06683,4.62234,3.57354,5.71498e-05,5.71498e-05,5.71498e-05
107,196.656,3.1969,5.15769,3.60962,0.0028,0.05114,0.00672,0.0019,3.06206,4.61344,3.57348,5.65607e-05,5.65607e-05,5.65607e-05
108,198.667,3.1567,5.1856,3.61433,0.00249,0.04745,0.00674,0.00189,3.05722,4.61583,3.57822,5.59717e-05,5.59717e-05,5.59717e-05
109,200.631,3.14904,5.09269,3.58083,0.57273,0.00591,0.00915,0.00199,3.06539,4.60372,3.58117,5.53826e-05,5.53826e-05,5.53826e-05
110,202.646,3.20226,5.12629,3.60444,0.55798,0.0058,0.01012,0.00221,3.06551,4.6084,3.57267,5.47935e-05,5.47935e-05,5.47935e-05
111,204.591,3.20806,5.07072,3.57232,0.00269,0.04927,0.00596,0.00169,3.06662,4.61086,3.56217,5.42045e-05,5.42045e-05,5.42045e-05
112,206.514,3.17294,5.11486,3.56709,0.00333,0.05337,0.00888,0.00199,3.06749,4.59079,3.55504,5.36154e-05,5.36154e-05,5.36154e-05
113,208.442,3.18986,5.11228,3.59585,0.60155,0.0055,0.01139,0.00231,3.06008,4.57876,3.54819,5.30264e-05,5.30264e-05,5.30264e-05
114,210.461,3.23877,5.14267,3.56969,0.00404,0.05282,0.01005,0.0023,3.05734,4.57368,3.54765,5.24374e-05,5.24374e-05,5.24374e-05
115,212.486,3.13974,5.15925,3.57085,0.00425,0.0579,0.00899,0.00236,3.05767,4.55768,3.54433,5.18483e-05,5.18483e-05,5.18483e-05
116,214.447,3.2574,5.15904,3.57039,0.00304,0.05715,0.00756,0.00215,3.05047,4.5741,3.54644,5.12593e-05,5.12593e-05,5.12593e-05
117,216.514,3.20595,5.12667,3.54912,0.49362,0.00751,0.01021,0.00276,3.04306,4.57503,3.54704,5.06702e-05,5.06702e-05,5.06702e-05
118,218.422,3.22485,5.09425,3.56621,0.50323,0.00712,0.01014,0.00255,3.03942,4.56864,3.54381,5.00812e-05,5.00812e-05,5.00812e-05
119,220.381,3.19316,5.0791,3.53079,0.47987,0.00812,0.01073,0.003,3.03876,4.56746,3.53793,4.94921e-05,4.94921e-05,4.94921e-05
120,222.237,3.19414,5.06933,3.53493,0.47717,0.01062,0.01233,0.00336,3.03585,4.54828,3.52596,4.89031e-05,4.89031e-05,4.89031e-05
121,224.124,3.19376,5.04792,3.52919,0.49021,0.00768,0.01265,0.00335,3.03813,4.52692,3.51525,4.8314e-05,4.8314e-05,4.8314e-05
122,225.993,3.11498,4.99814,3.54721,0.51395,0.00663,0.01044,0.00267,3.04122,4.51818,3.51031,4.7725e-05,4.7725e-05,4.7725e-05
123,227.989,3.21121,5.05647,3.5315,0.50034,0.00722,0.0103,0.00278,3.04556,4.51277,3.5063,4.71359e-05,4.71359e-05,4.71359e-05
124,229.78,3.12658,5.05923,3.55647,0.4992,0.00823,0.00769,0.00223,3.04702,4.50802,3.5075,4.65469e-05,4.65469e-05,4.65469e-05
125,231.604,3.09151,5.01163,3.49685,0.49244,0.01018,0.01109,0.0028,3.04134,4.50524,3.50155,4.59578e-05,4.59578e-05,4.59578e-05
126,233.621,3.06587,5.11188,3.54656,0.47955,0.01278,0.01152,0.00313,3.03807,4.50001,3.5012,4.53688e-05,4.53688e-05,4.53688e-05
127,235.664,3.10163,4.9554,3.50972,0.00899,0.07606,0.01838,0.00476,3.03615,4.4972,3.49785,4.47797e-05,4.47797e-05,4.47797e-05
128,237.659,3.11055,5.10061,3.53243,0.00914,0.07251,0.01888,0.00532,3.03332,4.49993,3.49778,4.41907e-05,4.41907e-05,4.41907e-05
129,239.628,3.10938,5.00841,3.50165,0.00888,0.07181,0.0184,0.00522,3.02833,4.49266,3.49157,4.36016e-05,4.36016e-05,4.36016e-05
130,241.651,3.13489,4.99154,3.48807,0.00757,0.07618,0.0178,0.00564,3.02284,4.48647,3.48256,4.30125e-05,4.30125e-05,4.30125e-05
